employee_id,directorate,role,grade,tgv_name,tv_name,baseline_score,user_score,tv_match_rate,tgv_match_rate,final_match_rate
EMP100348,Technology,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,40.16
EMP100353,Commercial,Data Analyst,V,Cognitive Ability,iq,109.000,89.000,81.65,81.65,66.11
EMP100353,Commercial,Data Analyst,V,Leadership,tiki,6.000,7.000,116.67,116.67,66.11
EMP100353,Commercial,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,66.11
EMP100354,HR & Corp Affairs,Finance Officer,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,5.56
EMP100354,HR & Corp Affairs,Finance Officer,IV,Leadership,tiki,6.000,1.000,16.67,16.67,5.56
EMP100354,HR & Corp Affairs,Finance Officer,IV,Personality,disc_word,null,null,0.00,0.00,5.56
EMP100355,Commercial,Data Analyst,V,Cognitive Ability,iq,109.000,103.000,94.50,94.50,48.17
EMP100355,Commercial,Data Analyst,V,Leadership,tiki,6.000,3.000,50.00,50.00,48.17
EMP100355,Commercial,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,48.17
EMP100357,Technology,Data Analyst,IV,Cognitive Ability,iq,109.000,119.000,109.17,109.17,41.95
EMP100357,Technology,Data Analyst,IV,Leadership,tiki,6.000,1.000,16.67,16.67,41.95
EMP100357,Technology,Data Analyst,IV,Personality,disc_word,null,null,0.00,0.00,41.95
EMP100359,Commercial,Brand Executive,III,Cognitive Ability,iq,109.000,91.000,83.49,83.49,50.05
EMP100359,Commercial,Brand Executive,III,Leadership,tiki,6.000,4.000,66.67,66.67,50.05
EMP100359,Commercial,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,50.05
EMP100361,Commercial,Finance Officer,III,Cognitive Ability,iq,109.000,83.000,76.15,76.15,47.60
EMP100361,Commercial,Finance Officer,III,Leadership,tiki,6.000,4.000,66.67,66.67,47.60
EMP100361,Commercial,Finance Officer,III,Personality,disc_word,null,null,0.00,0.00,47.60
EMP100363,Commercial,Sales Supervisor,IV,Cognitive Ability,iq,109.000,128.000,117.43,117.43,66.92
EMP100363,Commercial,Sales Supervisor,IV,Leadership,tiki,6.000,5.000,83.33,83.33,66.92
EMP100363,Commercial,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,66.92
EMP100364,Technology,Supply Planner,IV,Cognitive Ability,iq,109.000,97.000,88.99,88.99,51.89
EMP100364,Technology,Supply Planner,IV,Leadership,tiki,6.000,4.000,66.67,66.67,51.89
EMP100364,Technology,Supply Planner,IV,Personality,disc_word,null,null,0.00,0.00,51.89
EMP100366,Commercial,HRBP,V,Cognitive Ability,iq,109.000,93.000,85.32,85.32,72.88
EMP100366,Commercial,HRBP,V,Leadership,tiki,6.000,8.000,133.33,133.33,72.88
EMP100366,Commercial,HRBP,V,Personality,disc_word,null,null,0.00,0.00,72.88
EMP100367,Technology,Sales Supervisor,IV,Cognitive Ability,iq,109.000,119.000,109.17,109.17,53.06
EMP100367,Technology,Sales Supervisor,IV,Leadership,tiki,6.000,3.000,50.00,50.00,53.06
EMP100367,Technology,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,53.06
EMP100371,Commercial,Brand Executive,IV,Cognitive Ability,iq,109.000,137.000,125.69,125.69,86.34
EMP100371,Commercial,Brand Executive,IV,Leadership,tiki,6.000,8.000,133.33,133.33,86.34
EMP100371,Commercial,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,86.34
EMP100372,HR & Corp Affairs,Sales Supervisor,V,Cognitive Ability,iq,109.000,128.000,117.43,117.43,66.92
EMP100372,HR & Corp Affairs,Sales Supervisor,V,Leadership,tiki,6.000,5.000,83.33,83.33,66.92
EMP100372,HR & Corp Affairs,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,66.92
EMP100373,HR & Corp Affairs,Brand Executive,V,Cognitive Ability,iq,109.000,136.000,124.77,124.77,97.15
EMP100373,HR & Corp Affairs,Brand Executive,V,Leadership,tiki,6.000,10.000,166.67,166.67,97.15
EMP100373,HR & Corp Affairs,Brand Executive,V,Personality,disc_word,null,null,0.00,0.00,97.15
EMP100374,Commercial,Brand Executive,III,Cognitive Ability,iq,109.000,null,0.00,0.00,38.89
EMP100374,Commercial,Brand Executive,III,Leadership,tiki,6.000,7.000,116.67,116.67,38.89
EMP100374,Commercial,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,38.89
EMP100376,HR & Corp Affairs,HRBP,V,Cognitive Ability,iq,109.000,null,0.00,0.00,50.00
EMP100376,HR & Corp Affairs,HRBP,V,Leadership,tiki,6.000,9.000,150.00,150.00,50.00
EMP100376,HR & Corp Affairs,HRBP,V,Personality,disc_word,null,null,0.00,0.00,50.00
EMP100377,Commercial,Data Analyst,III,Cognitive Ability,iq,109.000,94.000,86.24,86.24,95.41
EMP100377,Commercial,Data Analyst,III,Leadership,tiki,6.000,6.000,100.00,100.00,95.41
EMP100377,Commercial,Data Analyst,III,Personality,disc_word,null,null,100.00,100.00,95.41
EMP100378,HR & Corp Affairs,Sales Supervisor,III,Cognitive Ability,iq,109.000,119.000,109.17,109.17,86.39
EMP100378,HR & Corp Affairs,Sales Supervisor,III,Leadership,tiki,6.000,9.000,150.00,150.00,86.39
EMP100378,HR & Corp Affairs,Sales Supervisor,III,Personality,disc_word,null,null,0.00,0.00,86.39
EMP100380,HR & Corp Affairs,Data Analyst,V,Cognitive Ability,iq,109.000,null,0.00,0.00,27.78
EMP100380,HR & Corp Affairs,Data Analyst,V,Leadership,tiki,6.000,5.000,83.33,83.33,27.78
EMP100380,HR & Corp Affairs,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,27.78
EMP100383,Technology,Sales Supervisor,III,Cognitive Ability,iq,109.000,98.000,89.91,89.91,41.08
EMP100383,Technology,Sales Supervisor,III,Leadership,tiki,6.000,2.000,33.33,33.33,41.08
EMP100383,Technology,Sales Supervisor,III,Personality,disc_word,null,null,0.00,0.00,41.08
EMP100385,HR & Corp Affairs,HRBP,V,Cognitive Ability,iq,109.000,113.000,103.67,103.67,79.00
EMP100385,HR & Corp Affairs,HRBP,V,Leadership,tiki,6.000,2.000,33.33,33.33,79.00
EMP100385,HR & Corp Affairs,HRBP,V,Personality,disc_word,null,null,100.00,100.00,79.00
EMP100386,HR & Corp Affairs,Finance Officer,V,Cognitive Ability,iq,109.000,140.000,128.44,128.44,76.15
EMP100386,HR & Corp Affairs,Finance Officer,V,Leadership,tiki,6.000,6.000,100.00,100.00,76.15
EMP100386,HR & Corp Affairs,Finance Officer,V,Personality,disc_word,null,null,0.00,0.00,76.15
EMP100389,HR & Corp Affairs,Sales Supervisor,V,Cognitive Ability,iq,109.000,null,0.00,0.00,11.11
EMP100389,HR & Corp Affairs,Sales Supervisor,V,Leadership,tiki,6.000,2.000,33.33,33.33,11.11
EMP100389,HR & Corp Affairs,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,11.11
EMP100390,Technology,Brand Executive,III,Cognitive Ability,iq,109.000,125.000,114.68,114.68,60.45
EMP100390,Technology,Brand Executive,III,Leadership,tiki,6.000,4.000,66.67,66.67,60.45
EMP100390,Technology,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,60.45
EMP100391,Technology,Finance Officer,V,Cognitive Ability,iq,109.000,131.000,120.18,120.18,90.06
EMP100391,Technology,Finance Officer,V,Leadership,tiki,6.000,9.000,150.00,150.00,90.06
EMP100391,Technology,Finance Officer,V,Personality,disc_word,null,null,0.00,0.00,90.06
EMP100393,Commercial,Data Analyst,V,Cognitive Ability,iq,109.000,120.000,110.09,110.09,92.25
EMP100393,Commercial,Data Analyst,V,Leadership,tiki,6.000,10.000,166.67,166.67,92.25
EMP100393,Commercial,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,92.25
EMP100394,Technology,HRBP,III,Cognitive Ability,iq,109.000,131.000,120.18,120.18,62.28
EMP100394,Technology,HRBP,III,Leadership,tiki,6.000,4.000,66.67,66.67,62.28
EMP100394,Technology,HRBP,III,Personality,disc_word,null,null,0.00,0.00,62.28
EMP100396,HR & Corp Affairs,Supply Planner,V,Cognitive Ability,iq,109.000,138.000,126.61,126.61,47.76
EMP100396,HR & Corp Affairs,Supply Planner,V,Leadership,tiki,6.000,1.000,16.67,16.67,47.76
EMP100396,HR & Corp Affairs,Supply Planner,V,Personality,disc_word,null,null,0.00,0.00,47.76
EMP100397,Commercial,Sales Supervisor,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,38.89
EMP100397,Commercial,Sales Supervisor,IV,Leadership,tiki,6.000,7.000,116.67,116.67,38.89
EMP100397,Commercial,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,38.89
EMP100398,Commercial,Data Analyst,V,Cognitive Ability,iq,109.000,138.000,126.61,126.61,47.76
EMP100398,Commercial,Data Analyst,V,Leadership,tiki,6.000,1.000,16.67,16.67,47.76
EMP100398,Commercial,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,47.76
EMP100399,HR & Corp Affairs,Sales Supervisor,V,Cognitive Ability,iq,109.000,128.000,117.43,117.43,55.81
EMP100399,HR & Corp Affairs,Sales Supervisor,V,Leadership,tiki,6.000,3.000,50.00,50.00,55.81
EMP100399,HR & Corp Affairs,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,55.81
EMP100400,HR & Corp Affairs,HRBP,V,Cognitive Ability,iq,109.000,96.000,88.07,88.07,79.36
EMP100400,HR & Corp Affairs,HRBP,V,Leadership,tiki,6.000,9.000,150.00,150.00,79.36
EMP100400,HR & Corp Affairs,HRBP,V,Personality,disc_word,null,null,0.00,0.00,79.36
EMP100403,Commercial,Data Analyst,III,Cognitive Ability,iq,109.000,104.000,95.41,95.41,42.92
EMP100403,Commercial,Data Analyst,III,Leadership,tiki,6.000,2.000,33.33,33.33,42.92
EMP100403,Commercial,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,42.92
EMP100404,Technology,HRBP,IV,Cognitive Ability,iq,109.000,94.000,86.24,86.24,39.86
EMP100404,Technology,HRBP,IV,Leadership,tiki,6.000,2.000,33.33,33.33,39.86
EMP100404,Technology,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,39.86
EMP100405,Commercial,Brand Executive,III,Cognitive Ability,iq,109.000,127.000,116.51,116.51,94.39
EMP100405,Commercial,Brand Executive,III,Leadership,tiki,6.000,4.000,66.67,66.67,94.39
EMP100405,Commercial,Brand Executive,III,Personality,disc_word,null,null,100.00,100.00,94.39
EMP100406,HR & Corp Affairs,HRBP,III,Cognitive Ability,iq,109.000,85.000,77.98,77.98,59.33
EMP100406,HR & Corp Affairs,HRBP,III,Leadership,tiki,6.000,6.000,100.00,100.00,59.33
EMP100406,HR & Corp Affairs,HRBP,III,Personality,disc_word,null,null,0.00,0.00,59.33
EMP100408,Technology,Finance Officer,III,Cognitive Ability,iq,109.000,80.000,73.39,73.39,46.69
EMP100408,Technology,Finance Officer,III,Leadership,tiki,6.000,4.000,66.67,66.67,46.69
EMP100408,Technology,Finance Officer,III,Personality,disc_word,null,null,0.00,0.00,46.69
EMP100409,Technology,HRBP,IV,Cognitive Ability,iq,109.000,125.000,114.68,114.68,93.78
EMP100409,Technology,HRBP,IV,Leadership,tiki,6.000,10.000,166.67,166.67,93.78
EMP100409,Technology,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,93.78
EMP100410,Technology,HRBP,III,Cognitive Ability,iq,109.000,null,0.00,0.00,55.56
EMP100410,Technology,HRBP,III,Leadership,tiki,6.000,10.000,166.67,166.67,55.56
EMP100410,Technology,HRBP,III,Personality,disc_word,null,null,0.00,0.00,55.56
EMP100412,Commercial,Brand Executive,IV,Cognitive Ability,iq,109.000,130.000,119.27,119.27,84.20
EMP100412,Commercial,Brand Executive,IV,Leadership,tiki,6.000,8.000,133.33,133.33,84.20
EMP100412,Commercial,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,84.20
EMP100413,HR & Corp Affairs,Finance Officer,III,Cognitive Ability,iq,109.000,86.000,78.90,78.90,92.97
EMP100413,HR & Corp Affairs,Finance Officer,III,Leadership,tiki,6.000,6.000,100.00,100.00,92.97
EMP100413,HR & Corp Affairs,Finance Officer,III,Personality,disc_word,null,null,100.00,100.00,92.97
EMP100414,HR & Corp Affairs,HRBP,V,Cognitive Ability,iq,109.000,104.000,95.41,95.41,87.36
EMP100414,HR & Corp Affairs,HRBP,V,Leadership,tiki,6.000,10.000,166.67,166.67,87.36
EMP100414,HR & Corp Affairs,HRBP,V,Personality,disc_word,null,null,0.00,0.00,87.36
EMP100415,HR & Corp Affairs,Data Analyst,III,Cognitive Ability,iq,109.000,86.000,78.90,78.90,70.74
EMP100415,HR & Corp Affairs,Data Analyst,III,Leadership,tiki,6.000,8.000,133.33,133.33,70.74
EMP100415,HR & Corp Affairs,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,70.74
EMP100416,Commercial,Data Analyst,V,Cognitive Ability,iq,109.000,139.000,127.52,127.52,53.62
EMP100416,Commercial,Data Analyst,V,Leadership,tiki,6.000,2.000,33.33,33.33,53.62
EMP100416,Commercial,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,53.62
EMP100417,Commercial,Brand Executive,III,Cognitive Ability,iq,109.000,null,0.00,0.00,5.56
EMP100417,Commercial,Brand Executive,III,Leadership,tiki,6.000,1.000,16.67,16.67,5.56
EMP100417,Commercial,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,5.56
EMP100421,HR & Corp Affairs,Data Analyst,III,Cognitive Ability,iq,109.000,85.000,77.98,77.98,64.88
EMP100421,HR & Corp Affairs,Data Analyst,III,Leadership,tiki,6.000,1.000,16.67,16.67,64.88
EMP100421,HR & Corp Affairs,Data Analyst,III,Personality,disc_word,null,null,100.00,100.00,64.88
EMP100423,Commercial,Brand Executive,III,Cognitive Ability,iq,109.000,null,0.00,0.00,44.44
EMP100423,Commercial,Brand Executive,III,Leadership,tiki,6.000,8.000,133.33,133.33,44.44
EMP100423,Commercial,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,44.44
EMP100424,Commercial,Sales Supervisor,IV,Cognitive Ability,iq,109.000,94.000,86.24,86.24,73.19
EMP100424,Commercial,Sales Supervisor,IV,Leadership,tiki,6.000,8.000,133.33,133.33,73.19
EMP100424,Commercial,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,73.19
EMP100429,Technology,Finance Officer,III,Cognitive Ability,iq,109.000,132.000,121.10,121.10,84.81
EMP100429,Technology,Finance Officer,III,Leadership,tiki,6.000,8.000,133.33,133.33,84.81
EMP100429,Technology,Finance Officer,III,Personality,disc_word,null,null,0.00,0.00,84.81
EMP100430,HR & Corp Affairs,Sales Supervisor,III,Cognitive Ability,iq,109.000,97.000,88.99,88.99,90.77
EMP100430,HR & Corp Affairs,Sales Supervisor,III,Leadership,tiki,6.000,5.000,83.33,83.33,90.77
EMP100430,HR & Corp Affairs,Sales Supervisor,III,Personality,disc_word,null,null,100.00,100.00,90.77
EMP100431,Commercial,Finance Officer,IV,Cognitive Ability,iq,109.000,140.000,128.44,128.44,65.04
EMP100431,Commercial,Finance Officer,IV,Leadership,tiki,6.000,4.000,66.67,66.67,65.04
EMP100431,Commercial,Finance Officer,IV,Personality,disc_word,null,null,0.00,0.00,65.04
EMP100435,Commercial,Sales Supervisor,III,Cognitive Ability,iq,109.000,121.000,111.01,111.01,64.78
EMP100435,Commercial,Sales Supervisor,III,Leadership,tiki,6.000,5.000,83.33,83.33,64.78
EMP100435,Commercial,Sales Supervisor,III,Personality,disc_word,null,null,0.00,0.00,64.78
EMP100436,Technology,HRBP,IV,Cognitive Ability,iq,109.000,97.000,88.99,88.99,46.33
EMP100436,Technology,HRBP,IV,Leadership,tiki,6.000,3.000,50.00,50.00,46.33
EMP100436,Technology,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,46.33
EMP100437,Technology,Supply Planner,III,Cognitive Ability,iq,109.000,null,0.00,0.00,55.56
EMP100437,Technology,Supply Planner,III,Leadership,tiki,6.000,10.000,166.67,166.67,55.56
EMP100437,Technology,Supply Planner,III,Personality,disc_word,null,null,0.00,0.00,55.56
EMP100438,Technology,Finance Officer,V,Cognitive Ability,iq,109.000,90.000,82.57,82.57,66.41
EMP100438,Technology,Finance Officer,V,Leadership,tiki,6.000,7.000,116.67,116.67,66.41
EMP100438,Technology,Finance Officer,V,Personality,disc_word,null,null,0.00,0.00,66.41
EMP100439,HR & Corp Affairs,Sales Supervisor,V,Cognitive Ability,iq,109.000,83.000,76.15,76.15,42.05
EMP100439,HR & Corp Affairs,Sales Supervisor,V,Leadership,tiki,6.000,3.000,50.00,50.00,42.05
EMP100439,HR & Corp Affairs,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,42.05
EMP100441,Commercial,Brand Executive,III,Cognitive Ability,iq,109.000,118.000,108.26,108.26,69.42
EMP100441,Commercial,Brand Executive,III,Leadership,tiki,6.000,6.000,100.00,100.00,69.42
EMP100441,Commercial,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,69.42
EMP100442,HR & Corp Affairs,Finance Officer,V,Cognitive Ability,iq,109.000,138.000,126.61,126.61,81.09
EMP100442,HR & Corp Affairs,Finance Officer,V,Leadership,tiki,6.000,7.000,116.67,116.67,81.09
EMP100442,HR & Corp Affairs,Finance Officer,V,Personality,disc_word,null,null,0.00,0.00,81.09
EMP100444,Technology,Data Analyst,V,Cognitive Ability,iq,109.000,114.000,104.59,104.59,45.97
EMP100444,Technology,Data Analyst,V,Leadership,tiki,6.000,2.000,33.33,33.33,45.97
EMP100444,Technology,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,45.97
EMP100445,Commercial,Sales Supervisor,IV,Cognitive Ability,iq,109.000,97.000,88.99,88.99,46.33
EMP100445,Commercial,Sales Supervisor,IV,Leadership,tiki,6.000,3.000,50.00,50.00,46.33
EMP100445,Commercial,Sales Supervisor,IV,Personality,disc_word,null,null,0.00,0.00,46.33
EMP100446,Commercial,Data Analyst,IV,Cognitive Ability,iq,109.000,112.000,102.75,102.75,67.58
EMP100446,Commercial,Data Analyst,IV,Leadership,tiki,6.000,6.000,100.00,100.00,67.58
EMP100446,Commercial,Data Analyst,IV,Personality,disc_word,null,null,0.00,0.00,67.58
EMP100447,Technology,Finance Officer,V,Cognitive Ability,iq,109.000,81.000,74.31,74.31,52.55
EMP100447,Technology,Finance Officer,V,Leadership,tiki,6.000,5.000,83.33,83.33,52.55
EMP100447,Technology,Finance Officer,V,Personality,disc_word,null,null,0.00,0.00,52.55
EMP100448,HR & Corp Affairs,Data Analyst,III,Cognitive Ability,iq,109.000,null,0.00,0.00,55.56
EMP100448,HR & Corp Affairs,Data Analyst,III,Leadership,tiki,6.000,10.000,166.67,166.67,55.56
EMP100448,HR & Corp Affairs,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,55.56
EMP100449,HR & Corp Affairs,Data Analyst,III,Cognitive Ability,iq,109.000,109.000,100.00,100.00,122.22
EMP100449,HR & Corp Affairs,Data Analyst,III,Leadership,tiki,6.000,10.000,166.67,166.67,122.22
EMP100449,HR & Corp Affairs,Data Analyst,III,Personality,disc_word,null,null,100.00,100.00,122.22
EMP100451,Technology,HRBP,V,Cognitive Ability,iq,109.000,85.000,77.98,77.98,42.66
EMP100451,Technology,HRBP,V,Leadership,tiki,6.000,3.000,50.00,50.00,42.66
EMP100451,Technology,HRBP,V,Personality,disc_word,null,null,0.00,0.00,42.66
EMP100453,Technology,Data Analyst,V,Cognitive Ability,iq,109.000,112.000,102.75,102.75,89.81
EMP100453,Technology,Data Analyst,V,Leadership,tiki,6.000,4.000,66.67,66.67,89.81
EMP100453,Technology,Data Analyst,V,Personality,disc_word,null,null,100.00,100.00,89.81
EMP100454,Commercial,Finance Officer,IV,Cognitive Ability,iq,109.000,132.000,121.10,121.10,45.92
EMP100454,Commercial,Finance Officer,IV,Leadership,tiki,6.000,1.000,16.67,16.67,45.92
EMP100454,Commercial,Finance Officer,IV,Personality,disc_word,null,null,0.00,0.00,45.92
EMP100457,HR & Corp Affairs,Finance Officer,V,Cognitive Ability,iq,109.000,117.000,107.34,107.34,46.89
EMP100457,HR & Corp Affairs,Finance Officer,V,Leadership,tiki,6.000,2.000,33.33,33.33,46.89
EMP100457,HR & Corp Affairs,Finance Officer,V,Personality,disc_word,null,null,0.00,0.00,46.89
EMP100458,HR & Corp Affairs,Finance Officer,V,Cognitive Ability,iq,109.000,114.000,104.59,104.59,73.75
EMP100458,HR & Corp Affairs,Finance Officer,V,Leadership,tiki,6.000,7.000,116.67,116.67,73.75
EMP100458,HR & Corp Affairs,Finance Officer,V,Personality,disc_word,null,null,0.00,0.00,73.75
EMP100463,Commercial,HRBP,V,Cognitive Ability,iq,109.000,123.000,112.84,112.84,76.50
EMP100463,Commercial,HRBP,V,Leadership,tiki,6.000,7.000,116.67,116.67,76.50
EMP100463,Commercial,HRBP,V,Personality,disc_word,null,null,0.00,0.00,76.50
EMP100468,HR & Corp Affairs,Finance Officer,III,Cognitive Ability,iq,109.000,null,0.00,0.00,55.56
EMP100468,HR & Corp Affairs,Finance Officer,III,Leadership,tiki,6.000,10.000,166.67,166.67,55.56
EMP100468,HR & Corp Affairs,Finance Officer,III,Personality,disc_word,null,null,0.00,0.00,55.56
EMP100469,HR & Corp Affairs,Supply Planner,V,Cognitive Ability,iq,109.000,82.000,75.23,75.23,75.08
EMP100469,HR & Corp Affairs,Supply Planner,V,Leadership,tiki,6.000,9.000,150.00,150.00,75.08
EMP100469,HR & Corp Affairs,Supply Planner,V,Personality,disc_word,null,null,0.00,0.00,75.08
EMP100470,HR & Corp Affairs,Finance Officer,V,Cognitive Ability,iq,109.000,null,0.00,0.00,55.56
EMP100470,HR & Corp Affairs,Finance Officer,V,Leadership,tiki,6.000,10.000,166.67,166.67,55.56
EMP100470,HR & Corp Affairs,Finance Officer,V,Personality,disc_word,null,null,0.00,0.00,55.56
EMP100471,HR & Corp Affairs,Sales Supervisor,V,Cognitive Ability,iq,109.000,123.000,112.84,112.84,59.84
EMP100471,HR & Corp Affairs,Sales Supervisor,V,Leadership,tiki,6.000,4.000,66.67,66.67,59.84
EMP100471,HR & Corp Affairs,Sales Supervisor,V,Personality,disc_word,null,null,0.00,0.00,59.84
EMP100472,Commercial,Brand Executive,III,Cognitive Ability,iq,109.000,null,0.00,0.00,44.44
EMP100472,Commercial,Brand Executive,III,Leadership,tiki,6.000,8.000,133.33,133.33,44.44
EMP100472,Commercial,Brand Executive,III,Personality,disc_word,null,null,0.00,0.00,44.44
EMP100474,Technology,Data Analyst,IV,Cognitive Ability,iq,109.000,103.000,94.50,94.50,70.39
EMP100474,Technology,Data Analyst,IV,Leadership,tiki,6.000,7.000,116.67,116.67,70.39
EMP100474,Technology,Data Analyst,IV,Personality,disc_word,null,null,0.00,0.00,70.39
EMP100476,HR & Corp Affairs,Finance Officer,IV,Cognitive Ability,iq,109.000,105.000,96.33,96.33,54.33
EMP100476,HR & Corp Affairs,Finance Officer,IV,Leadership,tiki,6.000,4.000,66.67,66.67,54.33
EMP100476,HR & Corp Affairs,Finance Officer,IV,Personality,disc_word,null,null,0.00,0.00,54.33
EMP100477,Technology,HRBP,IV,Cognitive Ability,iq,109.000,null,0.00,0.00,38.89
EMP100477,Technology,HRBP,IV,Leadership,tiki,6.000,7.000,116.67,116.67,38.89
EMP100477,Technology,HRBP,IV,Personality,disc_word,null,null,0.00,0.00,38.89
EMP100478,Commercial,Sales Supervisor,III,Cognitive Ability,iq,109.000,89.000,81.65,81.65,82.77
EMP100478,Commercial,Sales Supervisor,III,Leadership,tiki,6.000,10.000,166.67,166.67,82.77
EMP100478,Commercial,Sales Supervisor,III,Personality,disc_word,null,null,0.00,0.00,82.77
EMP100479,HR & Corp Affairs,Data Analyst,V,Cognitive Ability,iq,109.000,115.000,105.50,105.50,107.39
EMP100479,HR & Corp Affairs,Data Analyst,V,Leadership,tiki,6.000,7.000,116.67,116.67,107.39
EMP100479,HR & Corp Affairs,Data Analyst,V,Personality,disc_word,null,null,100.00,100.00,107.39
EMP100481,Technology,Data Analyst,III,Cognitive Ability,iq,109.000,100.000,91.74,91.74,80.58
EMP100481,Technology,Data Analyst,III,Leadership,tiki,6.000,9.000,150.00,150.00,80.58
EMP100481,Technology,Data Analyst,III,Personality,disc_word,null,null,0.00,0.00,80.58
EMP100482,Technology,Data Analyst,V,Cognitive Ability,iq,109.000,120.000,110.09,110.09,58.92
EMP100482,Technology,Data Analyst,V,Leadership,tiki,6.000,4.000,66.67,66.67,58.92
EMP100482,Technology,Data Analyst,V,Personality,disc_word,null,null,0.00,0.00,58.92
EMP100483,Technology,Supply Planner,III,Cognitive Ability,iq,109.000,null,0.00,0.00,27.78
EMP100483,Technology,Supply Planner,III,Leadership,tiki,6.000,5.000,83.33,83.33,27.78
EMP100483,Technology,Supply Planner,III,Personality,disc_word,null,null,0.00,0.00,27.78
EMP100484,Technology,HRBP,V,Cognitive Ability,iq,109.000,null,0.00,0.00,38.89
EMP100484,Technology,HRBP,V,Leadership,tiki,6.000,7.000,116.67,116.67,38.89
EMP100484,Technology,HRBP,V,Personality,disc_word,null,null,0.00,0.00,38.89
EMP100486,HR & Corp Affairs,Finance Officer,III,Cognitive Ability,iq,109.000,110.000,100.92,100.92,78.08
EMP100486,HR & Corp Affairs,Finance Officer,III,Leadership,tiki,6.000,8.000,133.33,133.33,78.08
EMP100486,HR & Corp Affairs,Finance Officer,III,Personality,disc_word,null,null,0.00,0.00,78.08
EMP100487,HR & Corp Affairs,Supply Planner,IV,Cognitive Ability,iq,109.000,106.000,97.25,97.25,43.53
EMP100487,HR & Corp Affairs,Supply Planner,IV,Leadership,tiki,6.000,2.000,33.33,33.33,43.53
EMP100487,HR & Corp Affairs,Supply Planner,IV,Personality,disc_word,null,null,0.00,0.00,43.53
EMP100488,HR & Corp Affairs,Finance Officer,IV,Cognitive Ability,iq,109.000,126.000,115.60,115.60,94.09
EMP100488,HR & Corp Affairs,Finance Officer,IV,Leadership,tiki,6.000,10.000,166.67,166.67,94.09
EMP100488,HR & Corp Affairs,Finance Officer,IV,Personality,disc_word,null,null,0.00,0.00,94.09
EMP100489,Commercial,Brand Executive,IV,Cognitive Ability,iq,109.000,124.000,113.76,113.76,49.03
EMP100489,Commercial,Brand Executive,IV,Leadership,tiki,6.000,2.000,33.33,33.33,49.03
EMP100489,Commercial,Brand Executive,IV,Personality,disc_word,null,null,0.00,0.00,49.03
EMP100490,Commercial,Sales Supervisor,IV,Cognitive Ability,iq,109.000,80.000,73.39,73.39,80.02
EMP100490,Commercial,Sales Supervisor,IV,Leadership,tiki,6.000,4.000,66.67,66.67,80.02
EMP100490,Commercial,Sales Supervisor,IV,Personality,disc_word,null,null,100.00,100.00,80.02
EMP100491,HR & Corp Affairs,Finance Officer,III,Cognitive Ability,iq,109.000,89.000,81.65,81.65,71.66
EMP100491,HR & Corp Affairs,Finance Officer,III,Leadership,tiki,6.000,8.000,133.33,133.33,71.66
EMP100491,HR & Corp Affairs,Finance Officer,III,Personality,disc_word,null,null,0.00,0.00,71.66
EMP100492,Technology,HRBP,III,Cognitive Ability,iq,109.000,90.000,82.57,82.57,77.52
EMP100492,Technology,HRBP,III,Leadership,tiki,6.000,9.000,150.00,150.00,77.52
EMP100492,Technology,HRBP,III,Personality,disc_word,null,null,0.00,0.00,77.52
EMP100493,HR & Corp Affairs,Supply Planner,III,Cognitive Ability,iq,109.000,112.000,102.75,102.75,45.36
EMP100493,HR & Corp Affairs,Supply Planner,III,Leadership,tiki,6.000,2.000,33.33,33.33,45.36
EMP100493,HR & Corp Affairs,Supply Planner,III,Personality,disc_word,null,null,0.00,0.00,45.36
